Products,Prod_id,Cust_id,Sales,Order_Quan,Profit,Shipping_Cost,Product_Base_Margin,Customer_Segment
VENDING MACHINE,Prod_1,Cust_402,453.98,40,67.6,5.01,0.56,HOME OFFICE
PAPER,Prod_6,Cust_429,128.86,21,-42.81,5.16,0.37,CORPORATE
PAPER,Prod_6,Cust_411,180.46,27,-57.62,5.94,0.37,HOME OFFICE
PAPER,Prod_6,Cust_1225,1714.02,46,741.27,5.08,0.38,CORPORATE
PAPER,Prod_6,Cust_591,176.77,32,-41.6,4.72,0.37,CORPORATE
PENS & ART SUPPLIES,Prod_13,Cust_1225,168.31,22,46.49,1.69,0.44,CORPORATE
PAPER,Prod_6,Cust_591,151.09,29,4.59,3.01,0.36,CORPORATE
PAPER,Prod_6,Cust_591,53.29,7,-28.88,7.49,0.4,CORPORATE
PAPER,Prod_6,Cust_1672,66.83,13,23.16,0.8,0.37,HOME OFFICE
PAPER,Prod_6,Cust_1402,294.13,43,-123.07,6.92,0.37,CORPORATE
PAPER,Prod_6,Cust_1402,32.69,5,-24.43,7.54,0.36,CORPORATE
PAPER,Prod_6,Cust_196,1311.68,31,230.37,17.48,0.36,CORPORATE
PAPER,Prod_6,Cust_251,33.44,4,-6.88,2.87,0.36,CORPORATE
PAPER,Prod_6,Cust_251,147.02,29,-77.03,5.49,0.4,CORPORATE
PAPER,Prod_6,Cust_920,313.52,48,-254.68,9.17,0.38,SMALL BUSINESS
VENDING MACHINE,Prod_1,Cust_715,1662.33,32,783.84,5.81,0.52,SMALL BUSINESS
PAPER,Prod_6,Cust_347,692.73,16,94.97,17.48,0.37,HOME OFFICE
PAPER,Prod_6,Cust_400,145.93,27,-113.32,7.44,0.36,CORPORATE
PAPER,Prod_6,Cust_944,123.76,12,32.44,2.27,0.4,SMALL BUSINESS
PAPER,Prod_6,Cust_336,135.02,20,-60.69,6.74,0.36,HOME OFFICE
PAPER,Prod_6,Cust_336,23.38,3,-12.19,5.14,0.37,HOME OFFICE
PAPER,Prod_6,Cust_1277,259.72,27,78.05,2.06,0.38,HOME OFFICE
PAPER,Prod_6,Cust_1014,345.69,22,143.23,1.97,0.37,CORPORATE
PAPER,Prod_6,Cust_1014,593.73,15,108.01,13.26,0.37,CORPORATE
PAPER,Prod_6,Cust_546,277.58,39,-276.88,11.15,0.38,HOME OFFICE
PAPER,Prod_6,Cust_546,204.49,30,-142.3,8.73,0.39,HOME OFFICE
PAPER,Prod_6,Cust_1229,49.55,6,-20.33,7.64,0.38,CORPORATE
PAPER,Prod_6,Cust_1229,295.37,50,-97.23,5.46,0.36,CORPORATE
PAPER,Prod_6,Cust_1731,176.1,27,-75.71,6.18,0.4,SMALL BUSINESS
PAPER,Prod_6,Cust_1731,60.17,8,-18.24,5.66,0.37,SMALL BUSINESS
PAPER,Prod_6,Cust_1731,188.07,27,-101.85,7.86,0.37,SMALL BUSINESS
PAPER,Prod_6,Cust_1050,128.21,19,-55.13,6.57,0.37,CORPORATE
OFFICE MACHINES,Prod_17,Cust_1050,233.2,40,74.83,1.46,0.4,CORPORATE
PAPER,Prod_6,Cust_722,245.53,24,83.16,2.27,0.36,CORPORATE
PAPER,Prod_6,Cust_923,1096.17,26,110.78,19.99,0.37,CORPORATE
PAPER,Prod_6,Cust_1465,214.19,41,-66.06,4.7,0.39,CORPORATE
ENVELOPES,Prod_9,Cust_1465,199.94,28,-147.27,9.54,0.38,CORPORATE
PAPER,Prod_6,Cust_1465,1299.91,44,439.26,5.76,0.37,CORPORATE
PAPER,Prod_6,Cust_1716,188.44,6,17.57,5.76,0.38,CORPORATE
PAPER,Prod_6,Cust_1045,299.85,44,-260.8,10.05,0.36,HOME OFFICE
PAPER,Prod_6,Cust_1045,441.99,23,32.36,8.68,0.4,HOME OFFICE
PAPER,Prod_6,Cust_1286,3676.96,38,1233.45,19.99,0.38,CORPORATE
PAPER,Prod_6,Cust_1286,78.72,10,-22.36,5.83,0.36,CORPORATE
PAPER,Prod_6,Cust_1334,343,50,-76.94,5.66,0.38,CORPORATE
PAPER,Prod_6,Cust_1334,576.89,22,175.03,5.58,0.37,CORPORATE
LABELS,Prod_12,Cust_1334,490.87,50,190.93,2.03,0.78,CORPORATE
PAPER,Prod_6,Cust_1334,137.97,20,-123.94,10.05,0.37,CORPORATE
PAPER,Prod_6,Cust_1334,48.91,11,-7.04,2.97,0.37,CORPORATE
PAPER,Prod_6,Cust_1270,644.4,27,-97.28,16.87,0.38,CORPORATE
PAPER,Prod_6,Cust_391,294.13,43,-123.07,6.92,0.37,CORPORATE
PAPER,Prod_6,Cust_431,32.69,5,-24.43,7.54,0.4,CORPORATE
PAPER,Prod_6,Cust_1208,1311.68,31,230.37,17.48,0.38,SMALL BUSINESS
LABELS,Prod_12,Cust_1327,109.86,24,-63.87,5.17,0.39,SMALL BUSINESS
PAPER,Prod_6,Cust_519,272.01,40,-42.45,5.14,0.36,CORPORATE
PAPER,Prod_6,Cust_576,270.84,41,-78.02,5.86,0.36,HOME OFFICE
PAPER,Prod_6,Cust_576,266.36,42,-191.28,8.19,0.37,HOME OFFICE
PAPER,Prod_6,Cust_1365,100.4,20,11.94,2.04,0.36,CORPORATE
PAPER,Prod_6,Cust_1365,129.62,22,4.41,3.04,0.37,CORPORATE
PAPER,Prod_6,Cust_1365,2063.42,38,989.95,5.15,0.37,CORPORATE
PAPER,Prod_6,Cust_1365,147.46,39,14.13,1.93,0.38,CORPORATE
PAPER,Prod_6,Cust_1365,85.56,15,-41.58,5.66,0.37,CORPORATE
PAPER,Prod_6,Cust_307,318.14,25,49.67,5.09,0.4,CORPORATE
PAPER,Prod_6,Cust_307,573.97,29,55.82,9.54,0.38,CORPORATE
PAPER,Prod_6,Cust_1111,223.79,39,-89.88,5.66,0.39,CORPORATE
PAPER,Prod_6,Cust_877,186.67,9,2.06,8.68,0.38,CORPORATE
PAPER,Prod_6,Cust_1185,1016.26,44,337.97,5.47,0.36,CORPORATE
PAPER,Prod_6,Cust_765,1734.31,32,647.25,10.75,0.35,SMALL BUSINESS
LABELS,Prod_12,Cust_831,53.72,6,2.82,2.01,0.52,SMALL BUSINESS
PAPER,Prod_6,Cust_586,102.99,16,-102.17,9.68,0.38,CORPORATE
PAPER,Prod_6,Cust_791,194.02,40,80.35,0.8,0.37,CORPORATE
PAPER,Prod_6,Cust_1193,229.51,34,-189.33,9.54,0.38,HOME OFFICE
PAPER,Prod_6,Cust_1193,200.08,36,-62.97,5.06,0.37,HOME OFFICE
PAPER,Prod_6,Cust_1218,57.15,8,-33.95,7.5,0.36,CORPORATE
PAPER,Prod_6,Cust_1218,1305.85,40,65.01,17.08,0.36,CORPORATE
PAPER,Prod_6,Cust_335,692.15,37,150.38,5.97,0.38,CORPORATE
PAPER,Prod_6,Cust_359,109.37,11,25.96,1.79,0.37,SMALL BUSINESS
PAPER,Prod_6,Cust_327,355.97,7,-4.46,19.99,0.37,CORPORATE
PAPER,Prod_6,Cust_230,51.56,14,-1.06,1.93,0.37,SMALL BUSINESS
PAPER,Prod_6,Cust_1729,32.5,5,-16.67,5.61,0.38,SMALL BUSINESS
PAPER,Prod_6,Cust_1729,388.13,18,40.11,8.32,0.36,SMALL BUSINESS
PAPER,Prod_6,Cust_959,260.13,36,-133.98,8.19,0.37,CORPORATE
PAPER,Prod_6,Cust_1260,33.64,3,-22.45,11.15,0.39,CORPORATE
PAPER,Prod_6,Cust_1260,1683.69,33,809.97,5.79,0.37,CORPORATE
PAPER,Prod_6,Cust_204,77.6,6,-37.07,11.25,0.37,CORPORATE
PAPER,Prod_6,Cust_72,821.18,17,308.63,5.81,0.36,CORPORATE
PAPER,Prod_6,Cust_72,22.75,5,-0.45,0.88,0.36,CORPORATE
PAPER,Prod_6,Cust_1620,7.64,1,-6.6,3.01,0.4,CORPORATE
PAPER,Prod_6,Cust_615,308.81,48,128.28,1.02,0.36,CORPORATE
PAPER,Prod_6,Cust_65,1428.64,27,494.26,10.75,0.36,SMALL BUSINESS
PAPER,Prod_6,Cust_65,119.9,3,-14.47,5.08,0.38,SMALL BUSINESS
PAPER,Prod_6,Cust_119,550.61,10,98.32,13.88,0.39,SMALL BUSINESS
PAPER,Prod_6,Cust_1401,157.85,32,22.54,2.04,0.38,CORPORATE
PAPER,Prod_6,Cust_1401,108.42,16,-50.82,6.81,0.4,CORPORATE
PAPER,Prod_6,Cust_1401,245.82,13,-7.39,9.54,0.38,CORPORATE
PAPER,Prod_6,Cust_1401,1984.61,37,585.03,14.3,0.36,CORPORATE
LABELS,Prod_12,Cust_1401,345.37,7,84.34,5.79,0.36,CORPORATE
PAPER,Prod_6,Cust_509,1251.4,22,539.45,6.79,0.4,HOME OFFICE
PAPER,Prod_6,Cust_555,251.59,7,39.23,5.08,0.36,CORPORATE
PAPER,Prod_6,Cust_536,313.4,37,-5.05,4.82,0.38,SMALL BUSINESS
PAPER,Prod_6,Cust_544,40.87,4,-16.38,8.74,0.4,HOME OFFICE
PAPER,Prod_6,Cust_811,262.3,42,-255.2,9.68,0.36,CORPORATE
PAPER,Prod_6,Cust_588,27.9,5,-22.82,6.72,0.37,HOME OFFICE
PAPER,Prod_6,Cust_1227,108.11,17,-62.23,6.86,0.35,CORPORATE
PAPER,Prod_6,Cust_676,273.32,41,-48.68,5.14,0.39,CORPORATE
PAPER,Prod_6,Cust_348,283.57,7,71.21,5.08,0.37,CORPORATE
PAPER,Prod_6,Cust_388,1558.18,50,417.62,9.18,0.37,CORPORATE
PAPER,Prod_6,Cust_589,10.17,1,-4.09,2.04,0.4,HOME OFFICE
PAPER,Prod_6,Cust_589,29.24,4,-1.73,1.6,0.4,HOME OFFICE
PAPER,Prod_6,Cust_354,125.8,18,-35.98,5.87,0.39,CORPORATE
PAPER,Prod_6,Cust_1142,195.61,23,-17.02,5.83,0.4,CORPORATE
PAPER,Prod_6,Cust_1142,131.71,20,-44,5.74,0.36,CORPORATE
PAPER,Prod_6,Cust_1143,106.1,15,-65.67,8.19,0.37,HOME OFFICE
PAPER,Prod_6,Cust_340,878.75,48,70.46,9.03,0.37,HOME OFFICE
PAPER,Prod_6,Cust_1303,56.91,10,7.5,2.04,0.38,CORPORATE
PAPER,Prod_6,Cust_1304,238.79,48,-83.78,4.72,0.36,CORPORATE
PAPER,Prod_6,Cust_1304,114.55,11,28.61,2.06,0.38,CORPORATE
PAPER,Prod_6,Cust_265,85.03,18,-75.31,6.72,0.38,CORPORATE
PAPER,Prod_6,Cust_112,119.03,13,29.62,2.01,0.36,HOME OFFICE
LABELS,Prod_12,Cust_112,188.05,26,-21.41,5.16,0.51,HOME OFFICE
PAPER,Prod_6,Cust_8,945.03,47,267.64,5.97,0.4,HOME OFFICE
RUBBER BANDS,Prod_7,Cust_8,201.09,30,-56.22,5.66,0.53,HOME OFFICE
PAPER,Prod_6,Cust_1282,282.98,45,-237.47,8.88,0.37,SMALL BUSINESS
PAPER,Prod_6,Cust_1310,1817.9,33,700.31,10.75,0.38,CORPORATE
PAPER,Prod_6,Cust_1310,355.03,50,-33.31,5.11,0.37,CORPORATE
PAPER,Prod_6,Cust_1310,48.77,6,5.95,1.71,0.36,CORPORATE
PAPER,Prod_6,Cust_1310,70.13,13,21.51,0.95,0.35,CORPORATE
PAPER,Prod_6,Cust_1199,76.81,13,-55.77,7.54,0.37,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1199,342.27,8,-17.68,19.99,0.36,CORPORATE
VENDING MACHINE,Prod_1,Cust_1199,185.61,29,-47.12,5.46,0.78,CORPORATE
PAPER,Prod_6,Cust_1826,146.71,36,38.63,1.3,0.4,HOME OFFICE
PAPER,Prod_6,Cust_1305,57.22,8,-27.72,6.6,0.4,SMALL BUSINESS
PAPER,Prod_6,Cust_75,63.61,6,7.59,2.06,0.39,SMALL BUSINESS
PAPER,Prod_6,Cust_24,236.99,35,-95.79,6.74,0.37,SMALL BUSINESS
PAPER,Prod_6,Cust_24,881.84,43,153.8,9.03,0.38,SMALL BUSINESS
PAPER,Prod_6,Cust_24,303.07,44,-238.45,9.68,0.37,SMALL BUSINESS
PAPER,Prod_6,Cust_162,278.07,48,-71.45,4.96,0.38,HOME OFFICE
PAPER,Prod_6,Cust_552,793.85,21,308.53,5.08,0.37,HOME OFFICE
PAPER,Prod_6,Cust_602,143.29,29,-55.54,4.72,0.36,HOME OFFICE
VENDING MACHINE,Prod_1,Cust_838,267.85,44,-65.43,5.15,0.58,HOME OFFICE
PAPER,Prod_6,Cust_568,18.81,2,-12.83,7.96,0.4,HOME OFFICE
PAPER,Prod_6,Cust_685,52.76,10,-49.53,7.44,0.4,HOME OFFICE
PAPER,Prod_6,Cust_685,187.13,31,-60.83,5.46,0.37,HOME OFFICE
PAPER,Prod_6,Cust_838,294.86,45,-141.12,6.92,0.35,HOME OFFICE
PAPER,Prod_6,Cust_1148,151.09,29,4.59,3.01,0.36,CORPORATE
PAPER,Prod_6,Cust_1616,53.29,7,-28.88,7.49,0.37,SMALL BUSINESS
PAPER,Prod_6,Cust_1471,66.83,13,23.16,0.8,0.38,SMALL BUSINESS
PAPER,Prod_6,Cust_1230,294.13,43,-123.07,6.92,0.39,HOME OFFICE
PAPER,Prod_6,Cust_1406,32.69,5,-24.43,7.54,0.37,HOME OFFICE
PAPER,Prod_6,Cust_1406,1311.68,31,230.37,17.48,0.37,HOME OFFICE
PAPER,Prod_6,Cust_1411,792.8,44,26.27,9.54,0.37,SMALL BUSINESS
PAPER,Prod_6,Cust_978,257.75,48,-66.26,4.75,0.39,HOME OFFICE
PAPER,Prod_6,Cust_1030,216.08,32,-84.33,6.65,0.39,SMALL BUSINESS
PAPER,Prod_6,Cust_1030,79.53,16,-48.55,5.49,0.4,SMALL BUSINESS
PAPER,Prod_6,Cust_578,70.13,13,21.51,0.95,0.38,HOME OFFICE
PAPER,Prod_6,Cust_578,342.27,8,-17.68,19.99,0.4,HOME OFFICE
LABELS,Prod_12,Cust_578,185.61,29,-47.12,5.46,0.75,HOME OFFICE
PAPER,Prod_6,Cust_578,146.71,36,38.63,1.3,0.36,HOME OFFICE
PAPER,Prod_6,Cust_365,57.22,8,-27.72,6.6,0.38,HOME OFFICE
PAPER,Prod_6,Cust_1604,63.61,6,7.59,2.06,0.38,CORPORATE
PAPER,Prod_6,Cust_522,236.99,35,-95.79,6.74,0.4,CORPORATE
COPIERS AND FAX,Prod_16,Cust_522,881.84,43,153.8,9.03,0.5,CORPORATE
PAPER,Prod_6,Cust_1563,262.87,50,-166.29,6.26,0.38,CORPORATE
PAPER,Prod_6,Cust_1140,163.36,24,-65.54,6.6,0.35,HOME OFFICE
PAPER,Prod_6,Cust_1140,75.26,9,-17.24,5.83,0.37,HOME OFFICE
PAPER,Prod_6,Cust_1140,52.76,10,-49.53,7.44,0.38,HOME OFFICE
PAPER,Prod_6,Cust_243,187.13,31,-60.83,5.46,0.36,HOME OFFICE
PAPER,Prod_6,Cust_243,294.86,45,-141.12,6.92,0.39,HOME OFFICE
PAPER,Prod_6,Cust_289,151.09,29,4.59,3.01,0.38,HOME OFFICE
PAPER,Prod_6,Cust_593,53.29,7,-28.88,7.49,0.38,HOME OFFICE
PAPER,Prod_6,Cust_593,66.83,13,23.16,0.8,0.37,HOME OFFICE
PAPER,Prod_6,Cust_1186,294.13,43,-123.07,6.92,0.36,CORPORATE
PAPER,Prod_6,Cust_1264,32.69,5,-24.43,7.54,0.4,CORPORATE
PAPER,Prod_6,Cust_1264,1311.68,31,230.37,17.48,0.37,CORPORATE
PAPER,Prod_6,Cust_836,109.86,24,-63.87,5.17,0.37,CORPORATE
PAPER,Prod_6,Cust_836,272.01,40,-42.45,5.14,0.37,CORPORATE
PAPER,Prod_6,Cust_1095,270.84,41,-78.02,5.86,0.36,CORPORATE
PAPER,Prod_6,Cust_485,266.36,42,-191.28,8.19,0.36,CORPORATE
PAPER,Prod_6,Cust_485,100.4,20,11.94,2.04,0.4,CORPORATE
PAPER,Prod_6,Cust_480,129.62,22,4.41,3.04,0.38,CORPORATE
PAPER,Prod_6,Cust_1352,2063.42,38,989.95,5.15,0.36,CORPORATE
PAPER,Prod_6,Cust_464,147.46,39,14.13,1.93,0.36,CORPORATE
PAPER,Prod_6,Cust_464,85.56,15,-41.58,5.66,0.36,CORPORATE
PAPER,Prod_6,Cust_464,318.14,25,49.67,5.09,0.37,CORPORATE
PAPER,Prod_6,Cust_469,573.97,29,55.82,9.54,0.37,SMALL BUSINESS
PAPER,Prod_6,Cust_469,223.79,39,-89.88,5.66,0.36,SMALL BUSINESS
PAPER,Prod_6,Cust_1413,186.67,9,2.06,8.68,0.37,CORPORATE
PAPER,Prod_6,Cust_1707,1016.26,44,337.97,5.47,0.36,CORPORATE
PAPER,Prod_6,Cust_1703,1734.31,32,647.25,10.75,0.38,HOME OFFICE
PAPER,Prod_6,Cust_1178,53.72,6,2.82,2.01,0.37,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1703,102.99,16,-102.17,9.68,0.39,HOME OFFICE
PAPER,Prod_6,Cust_1703,194.02,40,80.35,0.8,0.36,HOME OFFICE
PAPER,Prod_6,Cust_1178,229.51,34,-189.33,9.54,0.36,HOME OFFICE
PAPER,Prod_6,Cust_468,200.08,36,-62.97,5.06,0.37,CORPORATE
PAPER,Prod_6,Cust_468,57.15,8,-33.95,7.5,0.36,CORPORATE
PAPER,Prod_6,Cust_468,1305.85,40,65.01,17.08,0.39,CORPORATE
PAPER,Prod_6,Cust_1066,692.15,37,150.38,5.97,0.37,CORPORATE
PAPER,Prod_6,Cust_1503,109.37,11,25.96,1.79,0.37,CORPORATE
PAPER,Prod_6,Cust_1258,355.97,7,-4.46,19.99,0.37,CORPORATE
PAPER,Prod_6,Cust_1258,107.75,23,24.17,1.52,0.4,CORPORATE
PAPER,Prod_6,Cust_1281,198.21,28,-163.28,10.05,0.37,CORPORATE
PAPER,Prod_6,Cust_1281,148.65,20,-142.78,11.15,0.4,CORPORATE
PAPER,Prod_6,Cust_900,75.79,11,-18.77,4.91,0.38,SMALL BUSINESS
PAPER,Prod_6,Cust_483,289.94,44,-102.19,6.22,0.4,CORPORATE
PAPER,Prod_6,Cust_481,542.11,25,-14.76,11.54,0.37,HOME OFFICE
PAPER,Prod_6,Cust_155,10.43,2,-4.72,0.8,0.37,HOME OFFICE
PAPER,Prod_6,Cust_262,843.15,16,355,5.81,0.38,SMALL BUSINESS
PAPER,Prod_6,Cust_1821,281.47,47,-190.57,7.37,0.38,SMALL BUSINESS
PAPER,Prod_6,Cust_1399,434.77,37,-155.21,11.25,0.39,SMALL BUSINESS
PAPER,Prod_6,Cust_584,1119.91,25,434.71,5.79,0.37,CORPORATE
PAPER,Prod_6,Cust_1175,566.66,29,60.59,8.68,0.37,SMALL BUSINESS
PAPER,Prod_6,Cust_1175,371.94,13,106.53,4.86,0.38,SMALL BUSINESS
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1175,105.48,15,-53.99,7.37,0.39,SMALL BUSINESS
PAPER,Prod_6,Cust_763,136.18,22,-43.26,5.46,0.37,HOME OFFICE
PAPER,Prod_6,Cust_884,346.06,50,-76.54,5.86,0.39,HOME OFFICE
PAPER,Prod_6,Cust_1117,156.7,29,-76.64,5.57,0.4,HOME OFFICE
PAPER,Prod_6,Cust_1147,22.75,5,-0.45,0.88,0.38,CORPORATE
PAPER,Prod_6,Cust_1446,7.64,1,-6.6,3.01,0.39,HOME OFFICE
LABELS,Prod_12,Cust_1446,308.81,48,128.28,1.02,0.38,HOME OFFICE
PAPER,Prod_6,Cust_1447,1428.64,27,494.26,10.75,0.4,SMALL BUSINESS
PAPER,Prod_6,Cust_1447,119.9,3,-14.47,5.08,0.38,SMALL BUSINESS
PAPER,Prod_6,Cust_1236,550.61,10,98.32,13.88,0.39,CORPORATE
PAPER,Prod_6,Cust_1236,157.85,32,22.54,2.04,0.38,CORPORATE
PENS & ART SUPPLIES,Prod_13,Cust_1236,108.42,16,-50.82,6.81,0.58,CORPORATE
PAPER,Prod_6,Cust_1236,245.82,13,-7.39,9.54,0.37,CORPORATE
PAPER,Prod_6,Cust_793,1984.61,37,585.03,14.3,0.37,CORPORATE
PAPER,Prod_6,Cust_793,345.37,7,84.34,5.79,0.37,CORPORATE
PAPER,Prod_6,Cust_237,1251.4,22,539.45,6.79,0.37,CORPORATE
PAPER,Prod_6,Cust_237,251.59,7,39.23,5.08,0.4,CORPORATE
PAPER,Prod_6,Cust_237,313.4,37,-5.05,4.82,0.4,CORPORATE
PAPER,Prod_6,Cust_52,746.93,40,67.03,9.03,0.37,CORPORATE
PAPER,Prod_6,Cust_52,40.87,4,-16.38,8.74,0.35,CORPORATE
PAPER,Prod_6,Cust_1380,262.3,42,-255.2,9.68,0.37,HOME OFFICE
PAPER,Prod_6,Cust_1380,27.9,5,-22.82,6.72,0.37,HOME OFFICE
PAPER,Prod_6,Cust_1380,108.11,17,-62.23,6.86,0.36,HOME OFFICE
PAPER,Prod_6,Cust_1380,273.32,41,-48.68,5.14,0.37,HOME OFFICE
PAPER,Prod_6,Cust_1799,283.57,7,71.21,5.08,0.37,CORPORATE
PAPER,Prod_6,Cust_1799,1558.18,50,417.62,9.18,0.38,CORPORATE
PAPER,Prod_6,Cust_1799,10.17,1,-4.09,2.04,0.37,CORPORATE
PAPER,Prod_6,Cust_1799,29.24,4,-1.73,1.6,0.37,CORPORATE
PAPER,Prod_6,Cust_1654,125.8,18,-35.98,5.87,0.37,SMALL BUSINESS
PAPER,Prod_6,Cust_1654,195.61,23,-17.02,5.83,0.36,SMALL BUSINESS
PAPER,Prod_6,Cust_698,131.71,20,-44,5.74,0.36,SMALL BUSINESS
PAPER,Prod_6,Cust_242,106.1,15,-65.67,8.19,0.4,CORPORATE
PAPER,Prod_6,Cust_1425,878.75,48,70.46,9.03,0.36,SMALL BUSINESS
PAPER,Prod_6,Cust_1425,56.91,10,7.5,2.04,0.37,SMALL BUSINESS
PAPER,Prod_6,Cust_1373,238.79,48,-83.78,4.72,0.37,SMALL BUSINESS
PAPER,Prod_6,Cust_216,114.55,11,28.61,2.06,0.36,CORPORATE
ENVELOPES,Prod_9,Cust_687,85.03,18,-75.31,6.72,0.38,CORPORATE
PAPER,Prod_6,Cust_1267,119.03,13,29.62,2.01,0.4,CORPORATE
PAPER,Prod_6,Cust_1267,188.05,26,-21.41,5.16,0.4,CORPORATE
PAPER,Prod_6,Cust_1271,945.03,47,267.64,5.97,0.38,HOME OFFICE
PAPER,Prod_6,Cust_1271,201.09,30,-56.22,5.66,0.38,HOME OFFICE
PAPER,Prod_6,Cust_1763,282.98,45,-237.47,8.88,0.37,CORPORATE
PAPER,Prod_6,Cust_462,1817.9,33,700.31,10.75,0.39,CORPORATE
PAPER,Prod_6,Cust_466,355.03,50,-33.31,5.11,0.37,CORPORATE
PAPER,Prod_6,Cust_466,48.77,6,5.95,1.71,0.38,CORPORATE
PAPER,Prod_6,Cust_1312,3842.99,39,-67.68,19.99,0.36,CORPORATE
PAPER,Prod_6,Cust_238,257.91,36,90.86,1.6,0.36,CORPORATE
PAPER,Prod_6,Cust_1067,342.27,8,-17.68,19.99,0.38,CORPORATE
VENDING MACHINE,Prod_1,Cust_190,185.61,29,-47.12,5.46,0.57,CORPORATE
PAPER,Prod_6,Cust_189,146.71,36,38.63,1.3,0.39,CORPORATE
PAPER,Prod_6,Cust_1449,57.22,8,-27.72,6.6,0.37,HOME OFFICE
PAPER,Prod_6,Cust_1461,63.61,6,7.59,2.06,0.39,SMALL BUSINESS
PENS & ART SUPPLIES,Prod_13,Cust_1461,236.99,35,-95.79,6.74,0.44,SMALL BUSINESS
PAPER,Prod_6,Cust_1010,881.84,43,153.8,9.03,0.36,CORPORATE
PAPER,Prod_6,Cust_419,692.73,16,94.97,17.48,0.4,HOME OFFICE
PAPER,Prod_6,Cust_1315,145.93,27,-113.32,7.44,0.4,HOME OFFICE
PAPER,Prod_6,Cust_1697,123.76,12,32.44,2.27,0.37,CORPORATE
PAPER,Prod_6,Cust_1697,135.02,20,-60.69,6.74,0.4,CORPORATE
PAPER,Prod_6,Cust_1697,23.38,3,-12.19,5.14,0.39,CORPORATE
PAPER,Prod_6,Cust_1722,259.72,27,78.05,2.06,0.4,HOME OFFICE
PAPER,Prod_6,Cust_473,345.69,22,143.23,1.97,0.38,HOME OFFICE
PAPER,Prod_6,Cust_1189,593.73,15,108.01,13.26,0.36,CORPORATE
PAPER,Prod_6,Cust_1375,277.58,39,-276.88,11.15,0.37,CORPORATE
PAPER,Prod_6,Cust_1375,204.49,30,-142.3,8.73,0.36,CORPORATE
PAPER,Prod_6,Cust_1375,49.55,6,-20.33,7.64,0.4,CORPORATE
PAPER,Prod_6,Cust_224,295.37,50,-97.23,5.46,0.35,CORPORATE
PAPER,Prod_6,Cust_224,176.1,27,-75.71,6.18,0.37,CORPORATE
PAPER,Prod_6,Cust_1194,267.85,44,-65.43,5.15,0.37,CORPORATE
PAPER,Prod_6,Cust_537,18.81,2,-12.83,7.96,0.37,CORPORATE
PAPER,Prod_6,Cust_442,52.76,10,-49.53,7.44,0.4,HOME OFFICE
PAPER,Prod_6,Cust_1209,187.13,31,-60.83,5.46,0.37,CORPORATE
PAPER,Prod_6,Cust_1197,294.86,45,-141.12,6.92,0.37,SMALL BUSINESS
PAPER,Prod_6,Cust_999,151.09,29,4.59,3.01,0.37,CORPORATE
PAPER,Prod_6,Cust_999,53.29,7,-28.88,7.49,0.4,CORPORATE
PAPER,Prod_6,Cust_999,66.83,13,23.16,0.8,0.37,CORPORATE
PAPER,Prod_6,Cust_195,294.13,43,-123.07,6.92,0.38,CORPORATE
PAPER,Prod_6,Cust_202,32.69,5,-24.43,7.54,0.37,CORPORATE
PAPER,Prod_6,Cust_202,1311.68,31,230.37,17.48,0.4,CORPORATE
PAPER,Prod_6,Cust_302,109.86,24,-63.87,5.17,0.37,HOME OFFICE
PAPER,Prod_6,Cust_302,272.01,40,-42.45,5.14,0.39,HOME OFFICE
PAPER,Prod_6,Cust_1259,270.84,41,-78.02,5.86,0.38,HOME OFFICE
PAPER,Prod_6,Cust_1259,266.36,42,-191.28,8.19,0.37,HOME OFFICE
PAPER,Prod_6,Cust_998,100.4,20,11.94,2.04,0.36,SMALL BUSINESS
PAPER,Prod_6,Cust_1001,129.62,22,4.41,3.04,0.38,HOME OFFICE
PAPER,Prod_6,Cust_1001,2063.42,38,989.95,5.15,0.37,HOME OFFICE
PAPER,Prod_6,Cust_1001,147.46,39,14.13,1.93,0.37,HOME OFFICE
PAPER,Prod_6,Cust_458,85.56,15,-41.58,5.66,0.4,HOME OFFICE
PENS & ART SUPPLIES,Prod_13,Cust_458,318.14,25,49.67,5.09,0.44,HOME OFFICE
PAPER,Prod_6,Cust_458,573.97,29,55.82,9.54,0.37,HOME OFFICE
PENS & ART SUPPLIES,Prod_13,Cust_458,223.79,39,-89.88,5.66,0.57,HOME OFFICE
PAPER,Prod_6,Cust_458,186.67,9,2.06,8.68,0.37,HOME OFFICE
PAPER,Prod_6,Cust_458,1016.26,44,337.97,5.47,0.37,HOME OFFICE
PAPER,Prod_6,Cust_186,1734.31,32,647.25,10.75,0.4,HOME OFFICE
PAPER,Prod_6,Cust_782,53.72,6,2.82,2.01,0.4,CORPORATE
PAPER,Prod_6,Cust_1367,194.02,40,80.35,0.8,0.35,CORPORATE
VENDING MACHINE,Prod_1,Cust_1367,229.51,34,-189.33,9.54,0.59,CORPORATE
PAPER,Prod_6,Cust_1367,200.08,36,-62.97,5.06,0.4,CORPORATE
PAPER,Prod_6,Cust_1367,57.15,8,-33.95,7.5,0.39,CORPORATE
PAPER,Prod_6,Cust_1366,1305.85,40,65.01,17.08,0.37,CORPORATE
